name,full_name,age,club,club_id,league,league_id,height_ft,height_ft_decimal,weight_kg,position,secondary_positions,nationality,preferred_foot,potential,pace,shooting,passing,dribbling,defending,physicality,is_goalkeeper,schema
L. Montsma,Lewis Montsma,27,Lincoln City,149,League One,60,"6'3""",6.27,84,CB,,Netherlands,Right,68,51.1,35.5,58,59.5,63.7,75.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
E. Bashi,Ervin Bashi,19,Catanzaro,110908,Serie B,32,"6'4""",6.3,85,CB,,Albania,Right,74,60.9,33,62,59.3,64.4,70.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
P. Rozzio,Paolo Rozzio,32,Reggiana,110740,Serie B,32,"6'2""",6.2,79,CB,,Italy,Right,65,60.1,29.9,56,58.6,65.8,69.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Malone,Ryan Malone,32,FC Erzgebirge Aue,506,3. Liga,2076,"6'2""",6.17,88,CB,,United States,Right,65,64.1,30.7,64,50.8,62.5,81.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Nabbout,Andrew Nabbout,32,Melbourne City FC,112224,A-League Men,351,"5'10""",5.84,83,RM,"LM, RW",Australia,Right,65,77.9,63.1,61,63.5,51.3,55.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Á. Yaakobishvili,Áron Yaakobishvili,19,FC Andorra,114554,La Liga 2,54,"6'1""",6.07,78,GK,,Hungary,Right,79,68,65,63,61.9,24.7,64,TRUE,DIV|HAN|KIC|REF|SPD|POS
V. Adeboyejo,Victor Adeboyejo,27,Bolton Wanderers,4,League One,60,"5'10""",5.84,77,ST,,Nigeria,Right,66,74.9,65.4,59,63.3,59.8,75,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Bourgault,Justin Bourgault,19,Stade Brestois 29,378,Ligue 1,16,"6'1""",6.07,73,LB,LM,France,Left,76,61.3,46.5,63.2,59.5,62.6,68,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
I. Andrada,Isaías Andrada,22,Vélez Sarsfield,101088,Liga Profesional de Fútbol,353,"5'6""",5.48,65,RM,RW,Argentina,Right,73,80.1,42.7,62.2,66.4,53.9,75.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Adriano Amorim,Adriano Amorim,23,Raków Częstochowa,114326,Ekstraklasa,66,"5'9""",5.74,69,CAM,"RW, RM, CM",Brazil,Right,71,81.5,59.6,61.9,67.2,22.8,53.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
E. Saporiti,Edoardo Saporiti,23,Empoli,1746,Serie B,32,"6'1""",6.1,80,CAM,CM,Italy,Right,72,67.9,64.5,63.9,65.6,43.7,57.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Stavitski,Timo Stavitski,25,Mjällby AIF,112072,Allsvenskan,56,"5'11""",5.91,78,LM,"RM, LW",Finland,Right,66,80.5,58.2,63.3,60.5,39.5,60.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Berdayes,Théo Berdayes,23,FC Sion,110770,Super League,189,"6'2""",6.14,74,RM,"CAM, LM, RW",Switzerland,Right,72,72.9,62.9,56.1,66,30.7,79.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
K. Dempsey,Kyle Dempsey,29,Bolton Wanderers,4,League One,60,"5'10""",5.84,75,CM,CAM,England,Right,65,70,61.9,64.4,64.2,62,84,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Y. Deichmann,Yannick Deichmann,30,FC Ingolstadt 04,111239,3. Liga,2076,"5'10""",5.87,79,RM,RB,Germany,Right,65,72.5,58.3,62,63.8,52.8,83.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
O. Beckles,Omar Beckles,33,Leyton Orient,1958,League One,60,"6'3""",6.27,80,CB,,Grenada,Right,65,50,28.3,55,58.9,63.4,76.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Ross,Mathias Ross,24,Plymouth Argyle,1929,League One,60,"6'3""",6.23,83,CB,,Denmark,Right,70,33.6,28.1,63,55.8,65.8,72.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
I. Abdulrazak,Ishaq Abdulrazak,23,IFK Värnamo,112126,Allsvenskan,56,"5'9""",5.74,74,CM,"RB, RM, RW",Nigeria,Right,74,86,61.1,65,65.1,60,85,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
E. Watt,Elliot Watt,25,Motherwell FC,83,Premiership,50,"5'10""",5.87,72,CM,CDM,Scotland,Right,69,67,55.5,66.3,63.5,60.5,86,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Kunze,Lukas Kunze,27,DSC Arminia Bielefeld,159,2. Bundesliga,20,"6'2""",6.2,78,CM,CAM,Germany,Right,66,75,63.6,64.6,63.9,62.5,84,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Wenderson,Wenderson,26,IF Elfsborg,700,Allsvenskan,56,"5'9""",5.71,75,CM,CDM,Brazil,Right,68,83,58.6,65.4,66.2,57.5,74,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
F. Lauenborg,Frederik Lauenborg,28,Randers FC,1786,Superliga,1,"5'11""",5.94,80,CM,,Denmark,Left,65,53,59,66.1,65.6,65,60,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Kuavita,Léandre Kuavita,21,Standard de Liège,232,Pro League,4,"5'11""",5.91,68,CM,CAM,Belgium,Left,77,63,60.1,64,66.7,60,78,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
O. Kanté,Ousmane Kanté,35,Pau FC,110321,Ligue 2,17,"6'0""",5.97,81,CB,,Guinea,Right,65,32.1,42.3,60,61.4,63.2,74.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Wootton,Scott Wootton,33,Perth Glory,111399,A-League Men,351,"6'2""",6.17,87,CB,,England,Right,65,45.5,41.7,55,57.5,63.9,77.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Taylor,Richard Taylor,24,Bolton Wanderers,4,League One,60,"6'2""",6.2,74,CB,,England,Left,72,65.8,25.8,60,59.6,63.9,71,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
E. Kraja,Erdis Kraja,24,Pescara,200,Serie B,32,"5'11""",5.94,78,CDM,CM,Albania,Right,72,58.6,56.6,68.1,62.4,62.9,63.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Stewart,Layton Stewart,22,FC Thun,1715,Super League,189,"5'11""",5.91,66,ST,,England,Right,72,72.8,67.1,57,64.3,55.9,56,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Gattermayer,Angelo Gattermayer,23,Wolfsberger AC,111822,Bundesliga,80,"6'0""",5.97,73,RW,"ST, RM",Austria,Right,73,77.4,62,61.5,64.7,21,66,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Wanya Marçal,Wanya Marçal,22,Leicester City,95,Championship,14,"5'11""",5.94,72,RM,RW,Portugal,Right,75,87.1,59.3,60.3,62.6,42.9,51.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
P. Rödin,Pontus Rödin,24,Silkeborg IF,270,Superliga,1,"6'2""",6.2,80,CB,,Sweden,Right,72,62.6,24,63,61.4,64.4,71.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Giossa,Luca Giossa,25,San Antonio Bulo Bulo,131795,División de Fútbol Profesional,2017,"5'10""",5.87,72,GK,,Uruguay,Right,70,68,64,61,63.3,20.7,61,TRUE,DIV|HAN|KIC|REF|SPD|POS
B. Dack,Bradley Dack,31,Gillingham,1802,League Two,61,"5'8""",5.68,71,CAM,"CM, RM",England,Right,65,59.3,63.6,65.1,66.6,54.5,57,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
W. Janssens,Wolke Janssens,29,Sint-Truidense VV,680,Pro League,4,"5'10""",5.84,72,CB,RB,Belgium,Right,65,64.7,52.7,63,62,65.4,67.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Pinnock,Mitchell Pinnock,30,Bromley,112764,League Two,61,"6'1""",6.07,76,LM,"RM, LB, LW",England,Left,65,75.9,61.6,61.3,62.4,48.9,78,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Shipley,Jordan Shipley,27,Port Vale,1928,League One,60,"6'0""",6,73,LM,"LB, CM, LW",Republic of Ireland,Left,65,64.9,61.8,65.1,63.4,55,73,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Dajaku,Leon Dajaku,24,SSV Ulm 1846,110176,3. Liga,2076,"5'11""",5.91,75,RM,"CAM, ST, RW",Germany,Right,68,75.4,61.1,61,64.8,34.1,66,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
N. Powell,Nicholas Powell,31,Bradford City,1804,League One,60,"6'0""",6,65,CM,"CAM, ST",England,Right,65,64,65.4,67.1,65.9,52.6,61,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
C. Taylor,Connor Taylor,23,Wycombe Wanderers,1933,League One,60,"6'6""",6.5,86,CB,,England,Right,71,52.7,30.5,59,57.3,64.6,70.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Gelli,Jacopo Gelli,24,Frosinone,111657,Serie B,32,"6'6""",6.46,85,CB,,Italy,Right,69,58.8,32.7,61,61.5,64.4,72.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Uskok,Tomislav Uskok,34,Macarthur FC,114604,A-League Men,351,"6'5""",6.43,83,CB,,Australia,Right,65,51.3,35.8,57,56.4,60.9,82.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Mouyokolo,Loris Mouyokolo,24,Grenoble Foot 38,1805,Ligue 2,17,"6'4""",6.36,85,CB,,France,Right,73,50.7,30.6,58,50.3,62.7,80.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Abubakar,Lalas Abubakar,30,FC Dallas,695,Major League Soccer,39,"6'1""",6.07,82,CB,RB,Ghana,Right,65,63.1,24.3,64,57.5,62.8,77.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Teo Quintero,Teo Quintero,26,Sparta Rotterdam,100646,Eredivisie,10,"6'2""",6.17,80,CB,,Venezuela,Left,69,62.6,26.3,66,50.2,65.8,71.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
K. Chrysopoulos,Konstantinos Chrysopoulos,22,AEK Athens,278,Super League,63,"6'2""",6.2,81,CB,,Greece,Left,75,61.7,34.7,63,51.9,63.4,74.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Lucchesi,Lorenzo Lucchesi,22,Monza,111811,Serie B,32,"6'3""",6.23,80,CB,,Italy,Left,76,56.9,24,62,61.5,64.3,69.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Silvera,Samuel Silvera,24,Middlesbrough,12,Championship,14,"5'8""",5.68,69,LM,"RM, LW",Australia,Right,71,72.6,62.5,58.6,66.5,35.1,70.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Wängberg,August Wängberg,31,GAIS,111594,Allsvenskan,56,"5'11""",5.91,78,RB,RM,Sweden,Right,65,59.8,36,60.7,62.3,62.2,84,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Antoche,Marius Antoche,33,Unirea Slobozia,131459,Liga I,330,"6'0""",6.04,77,CB,,Romania,Right,65,45.3,36.4,60,60.2,63,75.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
N. Þórisson,Nökkvi Þórisson,25,Sparta Rotterdam,100646,Eredivisie,10,"6'2""",6.17,78,ST,"LM, LW",Iceland,Left,67,68.7,66.7,62,60.7,65.8,67.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
I. Said,Ibrahim Said,23,Motherwell FC,83,Premiership,50,"5'8""",5.68,63,RW,"LW, RM",Nigeria,Right,73,80.6,58.3,58.5,68.5,20,39.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Sîrbu,Dan Sîrbu,22,FCV Farul Constanța,110075,Liga I,330,"6'1""",6.1,79,RB,RM,Romania,Right,71,69.6,36.8,64.1,61.9,60,71,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Deas,Robbie Deas,25,Kilmarnock,82,Premiership,50,"6'2""",6.17,75,CB,LB,Scotland,Left,70,54.7,29.1,62,60.5,65.3,66.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Sagredo,Jesús Sagredo,31,Bolívar,110968,División de Fútbol Profesional,2017,"5'9""",5.74,70,CB,RB,Bolivia,Right,65,65.8,21.2,63,57.6,67.8,61.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Carlos Eduardo,Carlos Eduardo,22,Gil Vicente FC,1888,Primeira Liga,308,"6'4""",6.3,86,ST,,Brazil,Left,74,53.2,68,52,60.9,68.7,83.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
F. Cassata,Francesco Cassata,27,Spezia,110741,Serie B,32,"6'0""",6,75,CM,CAM,Italy,Right,65,34,59,66.9,66.7,60,65,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Rodríguez,Juan Rodríguez,20,Cagliari,1842,Serie A,31,"6'3""",6.23,80,CB,,Uruguay,Left,74,57.1,28.6,49,53.9,66.7,71.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
U. Abubakar,Umar Abubakar,19,Famalicão,112809,Primeira Liga,308,"6'3""",6.23,80,ST,,Nigeria,Right,77,71.6,66.6,55,59.5,67.7,64,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Njoh,Lilian Njoh,23,Servette FC,324,Super League,189,"5'11""",5.91,73,LB,LM,France,Left,72,64.6,44.7,64.5,61.6,61.8,72.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Beto da Silva,Beto da Silva,28,Cienciano,111011,Liga 1,2020,"6'0""",5.97,77,ST,LM,Peru,Right,65,69.8,66.5,63,64.6,54.8,57.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Velázquez,Juan Velázquez,20,Belgrano de Córdoba,111022,Liga Profesional de Fútbol,353,"5'11""",5.94,74,LM,LB,Argentina,Left,79,76,60.3,60.8,65.2,39.8,64.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Cole,Reece Cole,27,Exeter City,143,League One,60,"5'10""",5.84,65,CM,CAM,England,Right,66,67,65.2,64.7,64.9,59.5,70,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Oratmangoen,Ragnar Oratmangoen,27,FCV Dender EH,537,Pro League,4,"5'11""",5.91,70,LM,"CAM, CM, LB",Indonesia,Right,65,69.3,59.7,63.2,64.2,37.1,73.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Bokila,Jeremy Bokila,36,Livingston FC,621,Premiership,50,"6'2""",6.17,81,ST,,Congo DR,Left,65,70.9,65.8,55,61.4,63.8,75,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Budnicki,Jakub Budnicki,23,Korona Kielce,111083,Ekstraklasa,66,"6'3""",6.23,83,CB,,Poland,Right,70,63.6,34.1,59,57.2,65.4,71,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Kreuzriegler,Martin Kreuzriegler,31,Grazer AK 1902,2015,Bundesliga,80,"6'0""",5.97,80,CB,,Austria,Left,65,57.8,29.6,57,60,65.2,69.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Cella,Stefano Cella,24,Mantova,111433,Serie B,32,"6'1""",6.07,78,CB,,Italy,Right,72,61.5,23.2,60,57.8,64.5,69.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Asiri,Ahmad Asiri,33,Al Khaleej,112883,Pro League,350,"6'1""",6.07,70,CB,RB,Saudi Arabia,Right,65,62.5,21.6,55,55,65.2,73.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Pašić,Alem Pašić,27,Blau-Weiß Linz,110720,Bundesliga,80,"6'4""",6.36,87,CB,,Austria,Right,67,57.3,23.4,44,44.6,66.6,76.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Bouwman,Aaron Bouwman,17,Ajax,245,Eredivisie,10,"6'2""",6.17,71,CB,,Netherlands,Right,83,64.8,29.8,63,62,64.7,66.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Z. Hawsawi,Zakaria Hawsawi,24,Al Ahli SFC,112387,Pro League,350,"5'8""",5.68,70,LB,LM,Saudi Arabia,Left,72,90.6,37.7,56.8,63.7,58.1,65,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. McCalmont,Alfie McCalmont,25,Central Coast Mariners,111396,A-League Men,351,"5'9""",5.74,70,CM,CDM,Northern Ireland,Right,69,61,57.8,66.1,63.5,62.5,81,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Hodge,Joseph Hodge,22,CD Tondela,112516,Primeira Liga,308,"5'6""",5.48,76,CDM,"CM, CAM",Republic of Ireland,Right,74,70.6,65.4,63,66.4,62.5,70.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
K. Smith,Kyle Smith,33,Orlando City SC,112606,Major League Soccer,39,"5'11""",5.91,82,RB,LB,United States,Right,65,68.8,24,57.4,60.4,63,70,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Torres,Saúl Torres,35,Nacional Potosí,112667,División de Fútbol Profesional,2017,"5'8""",5.68,72,RB,"LB, LM",Bolivia,Right,65,68.6,29.8,65.4,46.3,63.6,84,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Adrián Niño,Adrián Niño,21,Málaga CF,573,La Liga 2,54,"6'0""",6.04,70,ST,,Spain,Right,77,64.8,66.6,59,64.8,61.8,56,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Á. García Pascual,Álvaro García Pascual,23,Cádiz CF,1968,La Liga 2,54,"6'3""",6.23,86,ST,,Spain,Right,74,61.3,62.9,64,64.6,71.7,71,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
O. Okeke,Obilor Okeke,22,Hammarby Fotboll,708,Allsvenskan,56,"5'7""",5.58,73,LW,"RW, LM",Norway,Right,73,81.5,61.4,58.2,64.6,17,70.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Chiakha,Amin Chiakha,19,Vejle Boldklub,822,Superliga,1,"6'3""",6.27,82,ST,,Algeria,Right,80,69.6,65.4,59,64.1,59.8,72,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Oswald,Moritz Oswald,23,SC Rheindorf Altach,15009,Bundesliga,80,"5'7""",5.61,66,CM,"CDM, RB, CAM",Austria,Right,72,64,58.6,65.2,64.2,64.5,83,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
H. Falchener,Henrik Falchener,22,Viking FK,300,Eliteserien,41,"6'5""",6.4,80,CB,,Norway,Right,78,64.8,44.8,64,61.6,62.4,73,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Miron,Andrei Miron,31,FC Botoşani,110752,Liga I,330,"6'1""",6.07,86,CB,,Romania,Right,65,39,38.1,64,58.4,63,74.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
V. Osuji,Vince Osuji,19,Club Brugge KV,231,Pro League,4,"6'1""",6.07,72,CB,,Nigeria,Right,81,78.9,25.5,64,59.4,63.1,73.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
C. Pastina,Christian Pastina,24,Padova,110912,Serie B,32,"6'1""",6.07,80,CB,,Italy,Left,72,62.9,30.2,62,63.5,63.9,68.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
O. Bailey,Odin Bailey,25,Stockport County,1931,League One,60,"5'10""",5.84,70,CM,"RW, CAM",England,Left,69,83,61.8,65.4,65,57.5,74,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Al-Ammari,Amir Al-Ammari,27,Cracovia,110747,Ekstraklasa,66,"6'0""",6.04,71,CM,CDM,Iraq,Left,65,70,56.5,67.4,63.2,63.4,68,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Herrmann,Luca Herrmann,26,Dynamo Dresden,503,2. Bundesliga,20,"5'9""",5.77,71,CM,CDM,Germany,Right,68,65,56.4,68.6,65.5,52.5,76,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Lomboto,Julien Lomboto,23,Rio Ave FC,744,Primeira Liga,308,"6'3""",6.27,83,CB,CDM,France,Right,73,66.9,34.1,53,49.9,65.7,73.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Lim Jong Eun,Lim Jong Eun,35,Daejeon Citizen,980,K League 1,83,"6'4""",6.3,88,CB,,Korea Republic,Right,65,38.7,37,62,58.9,63.6,73.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Dierckx,Daan Dierckx,22,Standard de Liège,232,Pro League,4,"6'4""",6.33,81,CB,,Belgium,Right,76,61.4,32.6,59,57,64.4,72.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Pineda,Mauricio Pineda,27,Chicago Fire,693,Major League Soccer,39,"6'1""",6.07,78,CB,"CDM, CM",United States,Right,67,48.3,39.8,67,60.4,65,69.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Mbaye,Malick Mbaye,21,FC Metz,68,Ligue 1,16,"5'8""",5.68,68,RM,RW,Senegal,Right,78,82.1,65.8,58.1,62.2,36.4,63,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Laurent,Loni Laurent,24,Rodez Aveyron Football,111659,Ligue 2,17,"6'0""",6.04,73,CB,,France,Right,71,60.9,26.9,62,60,64.6,68.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Houghton,Jordan Houghton,29,Stevenage,361,League One,60,"6'0""",6,77,CM,CDM,England,Right,65,52,54.9,65.5,64.2,65,79,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Dräger,Mohamed Dräger,29,Eintracht Braunschweig,110500,2. Bundesliga,20,"5'11""",5.91,75,RB,RM,Tunisia,Right,65,66.6,60.8,64.6,62.8,61,66,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
H. Leonard,Harry Leonard,21,Peterborough United,1938,League One,60,"6'0""",6.04,72,ST,,England,Right,76,73.4,66.9,58,63.9,59.9,61,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
I. Wisdom,Ian Wisdom,19,Sporting Cristal,111013,Liga 1,2020,"5'6""",5.51,61,CDM,CM,Peru,Right,76,69.2,46.8,66,68,62.2,59,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Arconte,Taïryk Arconte,21,Rodez Aveyron Football,111659,Ligue 2,17,"5'11""",5.94,76,RM,"ST, RW",France,Right,74,71,65.6,60.3,65.6,37,59.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Pibe,Pibe,29,Cultural Leonesa,15012,La Liga 2,54,"5'10""",5.84,71,LM,"RM, LW",Argentina,Left,65,74.6,61.2,61.5,63.8,33.5,67.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
G. Allala,Gian Allala,28,LDU Quito,110986,Serie A,2018,"6'2""",6.14,85,CB,,Uruguay,Right,67,59.7,53.1,58,61.6,64.9,71.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Lautaro,Lautaro,24,FC Andorra,114554,La Liga 2,54,"6'1""",6.1,81,ST,,Uruguay,Right,72,61,65.5,60,65.2,64.7,74.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
W. Chalá,Walter Chalá,25,Mushuc Runa,114615,Serie A,2018,"6'2""",6.2,80,CB,,Ecuador,Right,69,72.8,25.4,60,60,64.4,71.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Odogu,David Odogu,19,AC Milan,47,Serie A,31,"6'3""",6.27,83,CB,,Germany,Right,83,70.5,23.2,60,57.2,65.4,68,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Diego Barri,Diego Barri,29,CD Castellón,100852,La Liga 2,54,"6'2""",6.17,81,CDM,CM,Spain,Right,65,54.5,61,62.8,59.5,64.6,72.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
F. Lajugie,François Lajugie,29,FC Annecy,115494,Ligue 2,17,"6'2""",6.14,72,RB,"CB, RM",France,Right,65,63.2,35.5,57.2,60.3,63.8,80,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Tape,Axel Tape,17,Bayer 04 Leverkusen,32,Bundesliga,19,"5'11""",5.91,79,CB,,France,Right,82,70.5,45.6,67,60.8,65.9,61.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Juande Rivas,Juande Rivas,25,Piast Gliwice,111086,Ekstraklasa,66,"6'2""",6.14,80,CB,,Spain,Right,70,64.8,28.9,61,62.5,64.1,71.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Karo,Antreas Karo,28,FC Hermannstadt,114147,Liga I,330,"6'3""",6.23,81,CB,,Cyprus,Right,66,54.8,36.2,56,58.5,64.4,71.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Plat,Alex Plat,27,FC Volendam,645,Eredivisie,10,"5'10""",5.84,74,CDM,CM,Netherlands,Right,68,63.3,53.3,62.1,60.7,64.8,67,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
P. Hobsch,Patrick Hobsch,30,TSV 1860 München,33,3. Liga,2076,"6'0""",6,81,ST,,Germany,Right,65,71.1,66.3,54,61,68.7,73.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
C. Obi,Chidozie Obi,17,Manchester United,11,Premier League,13,"6'2""",6.17,81,ST,,Denmark,Right,84,70.9,65.7,57,61.6,62.8,68.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Bettella,Davide Bettella,25,Catanzaro,110908,Serie B,32,"6'1""",6.07,75,CB,,Italy,Right,70,50.9,37.6,58,57.1,66.7,64.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Gantenbein,Adrian Gantenbein,24,FC Schalke 04,34,2. Bundesliga,20,"6'0""",6,80,RB,"RM, RW",Switzerland,Right,70,73.8,47.7,63.1,63.7,59.8,71,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Smith,Jonathan Smith,27,Gillingham,1802,League Two,61,"5'8""",5.68,70,RM,"RW, LM",England,Left,65,83.5,56,59.6,62.6,32.9,65.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Jacob,Matthew Jacob,24,Reading FC,1793,League One,60,"6'0""",6,79,LB,"CB, LM",England,Left,72,67.3,40.8,62.1,60.9,62.9,68,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Lee Kang Hyeon,Lee Kang Hyeon,26,Gwangju FC,112258,K League 1,83,"5'11""",5.94,76,CDM,"CM, CB",Korea Republic,Right,65,64.9,54.5,59.9,60.6,62.5,77.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
E. Helland,Eivind Helland,20,SK Brann,919,Eliteserien,41,"6'5""",6.43,82,CB,RB,Norway,Right,79,70,46.1,61,61.5,64,67.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Smith,Justin Smith,22,Real Sporting de Gijón,459,La Liga 2,54,"6'3""",6.23,79,CDM,CM,Canada,Right,76,55.2,61.2,62,64.4,63.3,68.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Fini,Seydou Fini,19,Genoa,110556,Serie A,31,"5'10""",5.84,73,RM,"LM, ST, RW",Italy,Right,82,78.6,62.1,58.2,66,33.4,60.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
G. Stabile,Giacomo Stabile,20,SS Juve Stabia,112124,Serie B,32,"6'2""",6.14,85,CB,,Italy,Left,74,61.9,34.7,62,61.5,64.8,65.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
